movie_title,duration,imdb_score
My Bloody Valentine ,101,5.5
Seventh Son ,102,5.5
Autumn in New York ,103,5.5
Employee of the Month ,103,5.5
The Smurfs ,103,5.5
Taxman ,104,5.5
Mr 3000 ,104,5.5
The Santa Clause 2 ,104,5.5
Bulletproof Monk ,104,5.5
Beverly Hills Cop III ,104,5.5
Drive Angry ,104,5.5
The Day the Earth Stood Still ,104,5.5
The Day the Earth Stood Still ,104,5.5
Troop Beverly Hills ,105,5.5
Beauty Shop ,105,5.5
Bringing Down the House ,105,5.5
Virtuosity ,106,5.5
American Dreamz ,107,5.5
Mortdecai ,107,5.5
Crocodile Dundee II ,108,5.5
Collateral Damage ,108,5.5
Double Impact ,110,5.5
The Bounty Hunter ,110,5.5
Atlas Shrugged II: The Strike ,111,5.5
Masked and Anonymous ,112,5.5
Shalako ,113,5.5
Couples Retreat ,113,5.5
You Don't Mess with the Zohan ,113,5.5
I Come with the Rain ,114,5.5
The Twilight Saga: Breaking Dawn - Part 2 ,115,5.5
The Twilight Saga: Breaking Dawn - Part 2 ,115,5.5
Ghostbusters ,116,5.5
Ghostbusters ,116,5.5
Runaway Bride ,116,5.5
Scream 3 ,116,5.5
Lara Croft Tomb Raider: The Cradle of Life ,117,5.5
Independence Day: Resurgence ,120,5.5
How Stella Got Her Groove Back ,124,5.5
Gods of Egypt ,126,5.5
Dreamcatcher ,136,5.5
Southland Tales ,160,5.5
Alexander ,206,5.5
The Benchwarmers ,75,5.6
Valiant ,76,5.6
Rugrats Go Wild ,80,5.6
Closure ,80,5.6
The FP ,82,5.6
Happy Christmas ,82,5.6
Lake Placid ,82,5.6
Two Girls and a Guy ,84,5.6
No Good Deed ,84,5.6
Bubble Boy ,84,5.6
Beastly ,86,5.6
What Planet Are You From? ,87,5.6
The Last Exorcism ,87,5.6
Silent Trigger ,88,5.6
The Crew ,88,5.6
Legends of Oz: Dorothy's Return ,88,5.6
The Oh in Ohio ,88,5.6
Four Christmases ,88,5.6
Runner Runner ,88,5.6
The Big Wedding ,89,5.6
Sparkler ,90,5.6
Barnyard ,90,5.6
All the Boys Love Mandy Lane ,90,5.6
Saw 3D: The Final Chapter ,90,5.6
Hoot ,91,5.6
Malone ,92,5.6
Wild Card ,92,5.6
Fantastic 4: Rise of the Silver Surfer ,92,5.6
Pokémon 3: The Movie ,93,5.6
House on Haunted Hill ,93,5.6
The Pink Panther ,93,5.6
Black November ,95,5.6
Time Changer ,95,5.6
Win a Date with Tad Hamilton! ,95,5.6
Maggie ,95,5.6
Kicking & Screaming ,95,5.6
Failure to Launch ,95,5.6
The Nutty Professor ,95,5.6
Deuces Wild ,96,5.6
Truth or Die ,96,5.6
Alex & Emma ,96,5.6
Drowning Mona ,96,5.6
Survivor ,96,5.6
40 Days and 40 Nights ,96,5.6
R.I.P.D. ,96,5.6
The Muse ,97,5.6
New in Town ,97,5.6
Dickie Roberts: Former Child Star ,98,5.6
The Banger Sisters ,98,5.6
Wanderlust ,98,5.6
Poseidon ,98,5.6
Don't Be Afraid of the Dark ,99,5.6
I Know What You Did Last Summer ,99,5.6
Listening ,100,5.6
A Guy Thing ,101,5.6
The Stepfather ,101,5.6
House at the End of the Street ,101,5.6
Good Luck Chuck ,101,5.6
Babylon A.D. ,101,5.6
Angel Eyes ,102,5.6
Because I Said So ,102,5.6
Your Highness ,102,5.6
Q ,103,5.6
The Promise ,103,5.6
Dark Water ,103,5.6
The Players Club ,104,5.6
Blue Crush ,104,5.6
Jeepers Creepers II ,104,5.6
Money Train ,105,5.6
Pompeii ,105,5.6
Snakes on a Plane ,105,5.6
Snakes on a Plane ,105,5.6
Mercy Streets ,106,5.6
The Skulls ,106,5.6
Mirror Mirror ,106,5.6
Pixels ,106,5.6
All Is Bright ,107,5.6
"Bright Lights, Big City ",107,5.6
Imagine That ,107,5.6
Chain Reaction ,107,5.6
Machete Kills ,107,5.6
Cop Out ,107,5.6
Coyote Ugly ,107,5.6
A Thin Line Between Love and Hate ,108,5.6
12 Rounds ,108,5.6
The Singing Detective ,109,5.6
Love Happens ,109,5.6
AVP: Alien vs. Predator ,109,5.6
"You, Me and Dupree ",110,5.6
Lady in the Water ,110,5.6
Hardflip ,112,5.6
Fool's Gold ,112,5.6
Why Did I Get Married? ,113,5.6
5 Days of War ,113,5.6
The Big Swap ,114,5.6
I Dreamed of Africa ,114,5.6
Mighty Joe Young ,114,5.6
Mission to Mars ,114,5.6
Enough ,115,5.6
The Box ,115,5.6
Diary of a Mad Black Woman ,116,5.6
Bad Company ,116,5.6
Timeline ,116,5.6
That's My Boy ,116,5.6
The Juror ,118,5.6
Club Dread ,119,5.6
The Black Dahlia ,121,5.6
Green Lantern ,123,5.6
Cutthroat Island ,124,5.6
Miss Julie ,129,5.6
Son of God ,170,5.6
Child's Play 2 ,72,5.7
"Ultramarines: A Warhammer 40,000 Movie ",76,5.7
Open Water ,79,5.7
Filly Brown ,80,5.7
Screwed ,81,5.7
Eddie: The Sleepwalking Cannibal ,83,5.7
Unfriended ,83,5.7
The Pirates Who Don't Do Anything: A VeggieTales Movie ,85,5.7
The Purge ,85,5.7
Stitches ,86,5.7
The Sitter ,87,5.7
Rambo III ,87,5.7
Priest ,87,5.7
Armored ,88,5.7
Deuce Bigalow: Male Gigolo ,88,5.7
Lisa Picard Is Famous ,90,5.7
My Last Day Without You ,90,5.7
The 5th Quarter ,90,5.7
Journey to Saturn ,90,5.7
Only God Forgives ,90,5.7
Straight A's ,91,5.7
The Ice Pirates ,91,5.7
Drive Me Crazy ,91,5.7
Looney Tunes: Back in Action ,91,5.7
Friday the 13th Part III ,91,5.7
The Nutcracker ,92,5.7
The Hole ,92,5.7
Bullet to the Head ,92,5.7
Nacho Libre ,92,5.7
George and the Dragon ,93,5.7
The Last Shot ,93,5.7
Sgt. Bilko ,93,5.7
Thinner ,93,5.7
Hatchet ,93,5.7
Bandidas ,93,5.7
And So It Goes ,94,5.7
Rust ,95,5.7
"A Woman, a Gun and a Noodle Shop ",95,5.7
"A Woman, a Gun and a Noodle Shop ",95,5.7
The Little Vampire ,95,5.7
All About the Benjamins ,95,5.7
Diary of the Dead ,95,5.7
Skin Trade ,96,5.7
Bad Teacher ,97,5.7
Witchboard ,98,5.7
Race to Witch Mountain ,98,5.7
Six Days Seven Nights ,98,5.7
Paranormal Activity 2 ,98,5.7
Damsels in Distress ,99,5.7
White Noise 2: The Light ,99,5.7
A Nightmare on Elm Street 4: The Dream Master ,99,5.7
The Reaping ,99,5.7
Not Another Teen Movie ,99,5.7
The Pursuit of D.B. Cooper ,100,5.7
Eye of the Dolphin ,100,5.7
Kiss the Bride ,100,5.7
L!fe Happens ,100,5.7
Brick Mansions ,100,5.7
Hudson Hawk ,100,5.7
Lara Croft: Tomb Raider ,100,5.7
Broken Horses ,101,5.7
Gun Shy ,101,5.7
How to Deal ,101,5.7
Escape from L.A. ,101,5.7
America's Sweethearts ,102,5.7
Drillbit Taylor ,102,5.7
The Watch ,102,5.7
The Watch ,102,5.7
Tidal Wave ,103,5.7
Zipper ,103,5.7
Trust the Man ,103,5.7
Grace of Monaco ,103,5.7
What Just Happened ,104,5.7
The Blue Lagoon ,104,5.7
Playing for Keeps ,105,5.7
Think Like a Man Too ,106,5.7
Regression ,106,5.7
Red Planet ,106,5.7
Out of Inferno ,107,5.7
Love the Coopers ,107,5.7
"War, Inc. ",107,5.7
Admission ,107,5.7
Antiviral ,108,5.7
Sabotage ,109,5.7
Sabotage ,109,5.7
Dumb and Dumber To ,109,5.7
The Relic ,110,5.7
What to Expect When You're Expecting ,110,5.7
Brighton Rock ,111,5.7
Jumping the Broom ,112,5.7
The Princess Diaries 2: Royal Engagement ,113,5.7
New Year's Eve ,113,5.7
Flight of the Intruder ,115,5.7
Magic Mike XXL ,115,5.7
Sparkle ,116,5.7
The Art of War ,116,5.7
Love Ranch ,117,5.7
Joyful Noise ,118,5.7
Drumline ,118,5.7
Be Cool ,118,5.7
Hollow Man ,119,5.7
Planet of the Apes ,119,5.7
Planet of the Apes ,119,5.7
Identity Thief ,120,5.7
End of Days ,121,5.7
Reindeer Games ,124,5.7
Valentine's Day ,125,5.7
Jaws 2 ,131,5.7
Hulk ,138,5.7
Jefferson in Paris ,139,5.7
Eat Pray Love ,140,5.7
Transformers: Age of Extinction ,165,5.7
Rush Hour             ,43,5.8
Return to Never Land ,72,5.8
The Adventures of Elmo in Grouchland ,73,5.8
Teacher's Pet ,74,5.8
Men of War ,76,5.8
Chicken Little ,81,5.8
Brüno ,81,5.8
Rubber ,82,5.8
Zambezia ,83,5.8
Paparazzi ,84,5.8
Just Visiting ,84,5.8
Saint John of Las Vegas ,85,5.8
Khumba ,85,5.8
Friday After Next ,85,5.8
The Nut Job ,85,5.8
Song One ,86,5.8
Undercover Brother ,86,5.8
Observe and Report ,86,5.8
Final Destination 3 ,86,5.8
Proud ,87,5.8
Absentia ,87,5.8
Get Over It ,87,5.8
Christmas Mail ,89,5.8
The Borrowers ,89,5.8
"The Goods: Live Hard, Sell Hard ",89,5.8
Duplex ,89,5.8
Into the Storm ,89,5.8
Chicken Tikka Masala ,90,5.8
Never Back Down 2: The Beatdown ,90,5.8
Earth to Echo ,91,5.8
The Last Time I Committed Suicide ,92,5.8
Detention ,93,5.8
Haywire ,93,5.8
Journey to the Center of the Earth ,93,5.8
Love Stinks ,94,5.8
Criminal Activities ,94,5.8
The Reef ,94,5.8
Journey 2: The Mysterious Island ,94,5.8
Cheaper by the Dozen ,94,5.8
Paranormal Activity 3 ,94,5.8
One to Another ,95,5.8
Novocaine ,95,5.8
The Guilt Trip ,95,5.8
She's All That ,95,5.8
Saw V ,95,5.8
Gamer ,95,5.8
Hits ,96,5.8
Mr. Deeds ,96,5.8
Babe: Pig in the City ,97,5.8
Hard Rain ,97,5.8
Freddy vs. Jason ,97,5.8
Jane Got a Gun ,98,5.8
Gothika ,98,5.8
Penitentiary ,99,5.8
Heaven Is for Real ,99,5.8
Timecop ,99,5.8
Semi-Pro ,99,5.8
Wrath of the Titans ,99,5.8
The Christmas Candle ,100,5.8
A Low Down Dirty Shame ,100,5.8
Just Wright ,100,5.8
St. Trinian's ,100,5.8
Cradle 2 the Grave ,101,5.8
Made of Honor ,101,5.8
Mortal Kombat ,101,5.8
Molly ,102,5.8
Mickey Blue Eyes ,102,5.8
Falcon Rising ,103,5.8
Life or Something Like It ,103,5.8
Conan the Destroyer ,103,5.8
Mad Money ,104,5.8
The To Do List ,104,5.8
Splice ,104,5.8
You Again ,105,5.8
What a Girl Wants ,105,5.8
Firewall ,105,5.8
Deep Blue Sea ,105,5.8
The Glass House ,106,5.8
The Break-Up ,106,5.8
Clash of the Titans ,106,5.8
Clash of the Titans ,106,5.8
The Last Song ,107,5.8
The Calling ,108,5.8
The Calling ,108,5.8
Mary Reilly ,108,5.8
Pride and Prejudice and Zombies ,108,5.8
Species ,108,5.8
Dante's Peak ,108,5.8
Monte Carlo ,109,5.8
Straw Dogs ,110,5.8
Into the Blue ,110,5.8
The Three Musketeers ,110,5.8
September Dawn ,111,5.8
Pan ,111,5.8
Pan ,111,5.8
Pan ,111,5.8
The Best Little Whorehouse in Texas ,114,5.8
The Net ,114,5.8
Daylight ,114,5.8
The Gunman ,115,5.8
The Fan ,116,5.8
Battle Los Angeles ,116,5.8
Stuck on You ,118,5.8
G.I. Joe: The Rise of Cobra ,118,5.8
The Wolfman ,119,5.8
The Green Hornet ,119,5.8
Allegiant ,120,5.8
Around the World in 80 Days ,120,5.8
Around the World in 80 Days ,120,5.8
School Daze ,121,5.8
54 ,121,5.8
The Divide ,122,5.8
G.I. Joe: Retaliation ,122,5.8
Amigo ,124,5.8
G.I. Jane ,125,5.8
xXx ,132,5.8
Noah ,138,5.8
2012 ,158,5.8
All the Pretty Horses ,220,5.8
Jesse             ,30,5.9
Hey Arnold! The Movie ,76,5.9
The Night Listener ,81,5.9
Digimon: The Movie ,82,5.9
The Rugrats Movie ,83,5.9
The Texas Chainsaw Massacre: The Beginning ,83,5.9
Next Day Air ,84,5.9
Reno 911!: Miami ,84,5.9
Stuart Little ,84,5.9
R.L. Stine's Monsterville: The Cabinet of Souls ,85,5.9
The One ,85,5.9
Jason Lives: Friday the 13th Part VI ,86,5.9
Don McKay ,87,5.9
Stone Cold ,88,5.9
Friends with Money ,88,5.9
Halloween 4: The Return of Michael Myers ,88,5.9
The Ant Bully ,88,5.9
Escape from Planet Earth ,89,5.9
Sleep Dealer ,90,5.9
The Good Guy ,90,5.9
Gossip ,90,5.9
Laws of Attraction ,90,5.9
Cry_Wolf ,90,5.9
Along Came Polly ,90,5.9
Straight Out of Brooklyn ,91,5.9
Faithful ,91,5.9
Free Birds ,91,5.9
A Thousand Words ,91,5.9
Joe Dirt ,91,5.9
From a Whisper to a Scream ,92,5.9
The New Guy ,92,5.9
The Possession ,92,5.9
The Possession ,92,5.9
Final Destination 5 ,92,5.9
Jurassic Park III ,92,5.9
Among Giants ,93,5.9
Slow Burn ,93,5.9
The Good Night ,93,5.9
The Wraith ,93,5.9
Katy Perry: Part of Me ,93,5.9
The Ruins ,93,5.9
21 & Over ,93,5.9
Hostel ,93,5.9
The Last Five Years ,94,5.9
The Golden Child ,94,5.9
Redemption Road ,95,5.9
Barry Munday ,95,5.9
The Story of Us ,95,5.9
Fortress ,95,5.9
Without a Paddle ,95,5.9
A Cinderella Story ,95,5.9
Tanner Hall ,96,5.9
The Indian in the Cupboard ,96,5.9
Saving Silverman ,96,5.9
Premonition ,96,5.9
Analyze That ,96,5.9
The Time Machine ,96,5.9
Saw IV ,96,5.9
Kingdom of the Spiders ,97,5.9
Savage Grace ,97,5.9
Return of the Living Dead III ,97,5.9
The Death and Life of Bobby Z ,97,5.9
Friday the 13th: The Final Chapter ,97,5.9
Resident Evil: Afterlife ,97,5.9
My Life in Ruins ,98,5.9
The Black Hole ,98,5.9
Barbarella ,98,5.9
Must Love Dogs ,98,5.9
The Fourth Kind ,98,5.9
Snake Eyes ,98,5.9
Bring It On ,98,5.9
The Grudge ,98,5.9
Nancy Drew ,99,5.9
Suspect Zero ,99,5.9
Memoirs of an Invisible Man ,99,5.9
Baby's Day Out ,99,5.9
Shaft ,99,5.9
The Invasion ,99,5.9
London Has Fallen ,99,5.9
Fort McCoy ,100,5.9
Harriet the Spy ,100,5.9
Happy Feet 2 ,100,5.9
The Incredible Burt Wonderstone ,100,5.9
Wild Hogs ,100,5.9
Carrie ,100,5.9
Carrie ,100,5.9
200 Cigarettes ,101,5.9
Kiss of Death ,101,5.9
Hide and Seek ,101,5.9
Teenage Mutant Ninja Turtles ,101,5.9
Teenage Mutant Ninja Turtles ,101,5.9
Prison ,102,5.9
There Be Dragons ,102,5.9
Ride Along 2 ,102,5.9
3 Men and a Baby ,102,5.9
Raise Your Voice ,103,5.9
After.Life ,104,5.9
Guess Who ,105,5.9
Abraham Lincoln: Vampire Hunter ,105,5.9
Night at the Museum: Battle of the Smithsonian ,105,5.9
Percy Jackson: Sea of Monsters ,106,5.9
Circumstance ,107,5.9
Days of Thunder ,107,5.9
2 Fast 2 Furious ,107,5.9
The Extra Man ,108,5.9
School for Scoundrels ,108,5.9
Sanctum ,108,5.9
88 Minutes ,108,5.9
Bridget Jones: The Edge of Reason ,108,5.9
The X Files: I Want to Believe ,108,5.9
Poetic Justice ,109,5.9
Cirque du Freak: The Vampire's Assistant ,109,5.9
The Prince and Me ,111,5.9
Hall Pass ,111,5.9
9½ Weeks ,112,5.9
My Best Friend's Girl ,112,5.9
Something Borrowed ,112,5.9
Georgia Rule ,113,5.9
Hope Floats ,114,5.9
Dinner for Schmucks ,114,5.9
Shallow Hal ,114,5.9
Legal Eagles ,116,5.9
The Last Sin Eater ,117,5.9
The Brothers Grimm ,118,5.9
Percy Jackson & the Olympians: The Lightning Thief ,118,5.9
Do You Believe? ,120,5.9
Blade: Trinity ,122,5.9
The 6th Day ,123,5.9
Lucky You ,124,5.9
The Peacemaker ,124,5.9
Vertical Limit ,124,5.9
Red Tails ,125,5.9
3000 Miles to Graceland ,125,5.9
The Host ,125,5.9
The Legend of Zorro ,129,5.9
Captain Corelli's Mandolin ,131,5.9
Battleship ,131,5.9
First Knight ,134,5.9
Firefox ,136,5.9
Rock of Ages ,136,5.9
1941 ,142,5.9
Beloved ,172,5.9
Alpha and Omega 4: The Legend of the Saw Toothed Cave ,45,6
Showdown in Little Tokyo ,79,6
The Torture Chamber of Dr. Sadism ,80,6
The Specials ,82,6
Jimmy Neutron: Boy Genius ,82,6
Baghead ,84,6
Carriers ,84,6
Dream House ,84,6
Creepshow 2 ,85,6
Beer League ,86,6
Circle ,87,6
"For a Good Time, Call... ",88,6
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ,88,6
Quarantine ,89,6
Jack Brooks: Monster Slayer ,90,6
Kites ,90,6
Let's Go to Prison ,90,6
The Amityville Horror ,90,6
Shark Tale ,90,6
Raising Cain ,91,6
Neighbors 2: Sorority Rising ,92,6
The SpongeBob Movie: Sponge Out of Water ,92,6
Saw VI ,92,6
The Shadow ,93,6
Bedazzled ,93,6
American Outlaws ,94,6
Arthur and the Invisibles ,94,6
The Hunted ,94,6
Mr. Popper's Penguins ,94,6
Pathology ,95,6
Dead Man on Campus ,96,6
Nim's Island ,96,6
The Cable Guy ,96,6
Show Me ,97,6
The Boy ,97,6
Never Again ,98,6
Harley Davidson and the Marlboro Man ,98,6
Ice Princess ,98,6
Light It Up ,99,6
Godzilla 2000 ,99,6
Baby Mama ,99,6
Soldier ,99,6
The Cry of the Owl ,100,6
Ask Me Anything ,100,6
Casper ,100,6
The R.M. ,101,6
Righteous Kill ,101,6
Hercules ,101,6
Hercules ,101,6
Men with Brooms ,102,6
Plastic ,102,6
Grown Ups ,102,6
28 Days ,103,6
Punisher: War Zone ,103,6
The Tourist ,103,6
The Tourist ,103,6
Winnie Mandela ,104,6
Desert Dancer ,104,6
The Fast and the Furious: Tokyo Drift ,104,6
The Girl on the Train ,105,6
Saving Private Perez ,105,6
The Caveman's Valentine ,105,6
ATL ,105,6
We're No Angels ,106,6
Medicine Man ,106,6
Deep Rising ,106,6
The Last Witch Hunter ,106,6
Critical Care ,107,6
Get Hard ,107,6
Twins ,107,6
Forty Shades of Blue ,108,6
Blue Like Jazz ,108,6
Broken Arrow ,108,6
The Hotel New Hampshire ,109,6
Kama Sutra: A Tale of Love ,109,6
Dirty Grandpa ,109,6
The Other Woman ,109,6
The Corruptor ,110,6
Victor Frankenstein ,110,6
Victor Frankenstein ,110,6
Victor Frankenstein ,110,6
How the Grinch Stole Christmas ,110,6
The Object of My Affection ,111,6
The Gambler ,111,6
The Gambler ,111,6
Kindergarten Cop ,111,6
Nomad: The Warrior ,112,6
Roll Bounce ,112,6
Duets ,112,6
Home Run ,113,6
Doomsday ,113,6
Firestarter ,114,6
Leatherheads ,114,6
The Rite ,114,6
Taken 3 ,115,6
City of Ghosts ,116,6
Divine Secrets of the Ya-Ya Sisterhood ,116,6
Krull ,116,6
Multiplicity ,117,6
What's Your Number? ,117,6
S.W.A.T. ,117,6
Les couloirs du temps: Les visiteurs II ,118,6
Ca$h ,118,6
Original Sin ,118,6
Xi you ji zhi: Sun Wukong san da Baigu Jing ,119,6
Another Happy Day ,119,6
Raising Helen ,119,6
1911 ,121,6
Mystery Men ,121,6
Valley of the Wolves: Iraq ,122,6
The Newton Boys ,123,6
Pushing Tin ,124,6
Sahara ,124,6
Into the Woods ,125,6
Domino ,127,6
Disclosure ,128,6
World Trade Center ,129,6
The Mortal Instruments: City of Bones ,130,6
For Colored Girls ,133,6
Sphere ,134,6
The Alamo ,137,6
The Alamo ,137,6
Bathory: Countess of Blood ,141,6
Transformers: Revenge of the Fallen ,150,6
Windtalkers ,153,6
Miracle at St. Anna ,160,6
The Postman ,177,6
Kabhi Alvida Naa Kehna ,193,6
Sonny with a Chance             ,23,6.1
Rugrats in Paris: The Movie ,78,6.1
The Battle of Shaker Heights ,79,6.1
The Dark Hours ,80,6.1
The Collection ,82,6.1
30 Minutes or Less ,83,6.1
On the Downlow ,84,6.1
Loaded Weapon 1 ,84,6.1
Wrong Turn ,84,6.1
Benji ,86,6.1
Hobo with a Shotgun ,86,6.1
Dead Like Me: Life After Death ,87,6.1
Friday the 13th Part 2 ,87,6.1
Johnny English ,87,6.1
Love Letters ,88,6.1
Safe Men ,88,6.1
Grand Theft Parsons ,88,6.1
A Turtle's Tale: Sammy's Adventures ,88,6.1
Conquest of the Planet of the Apes ,88,6.1
Jumper ,88,6.1
Men in Black II ,88,6.1
Gentlemen Broncos ,89,6.1
Lake Mungo ,89,6.1
Maniac ,89,6.1
Griff the Invisible ,90,6.1
Two Can Play That Game ,90,6.1
The I Inside ,90,6.1
The Wedding Date ,90,6.1
Drinking Buddies ,90,6.1
Jeepers Creepers ,90,6.1
Fun with Dick and Jane ,90,6.1
The Big Hit ,91,6.1
Planet 51 ,91,6.1
Sugar Town ,92,6.1
Knockaround Guys ,92,6.1
Grave Encounters ,92,6.1
Cat People ,93,6.1
Cat People ,93,6.1
Heist ,93,6.1
Heist ,93,6.1
Birthday Girl ,93,6.1
The Tale of Despereaux ,93,6.1
"As Above, So Below ",93,6.1
Shrek the Third ,93,6.1
My Big Fat Greek Wedding 2 ,94,6.1
Dick ,94,6.1
That Awkward Moment ,94,6.1
In Too Deep ,95,6.1
Beneath the Planet of the Apes ,95,6.1
Flashdance ,95,6.1
Lockout ,95,6.1
She's the One ,96,6.1
We Are Your Friends ,96,6.1
The Replacement Killers ,96,6.1
Daddy's Home ,96,6.1
Small Apartments ,96,6.1
Albino Alligator ,97,6.1
Someone Like You... ,97,6.1
Money Talks ,97,6.1
The Signal ,97,6.1
Insidious: Chapter 3 ,97,6.1
Freaky Friday ,97,6.1
Road Hard ,98,6.1
The Betrayed ,98,6.1
Barbecue ,98,6.1
Tales from the Hood ,98,6.1
Three to Tango ,98,6.1
Next Friday ,98,6.1
Larry Crowne ,98,6.1
13 Going on 30 ,98,6.1
Hansel & Gretel: Witch Hunters ,98,6.1
August ,99,6.1
R100 ,99,6.1
Not Easily Broken ,99,6.1
Vacation ,99,6.1
Bedtime Stories ,99,6.1
About Last Night ,100,6.1
Hit and Run ,100,6.1
Birth ,100,6.1
Blood and Wine ,101,6.1
Eye for an Eye ,101,6.1
Lifeforce ,101,6.1
Chasing Liberty ,101,6.1
Chasing Liberty ,101,6.1
Zathura: A Space Adventure ,101,6.1
The Switch ,101,6.1
Two Weeks Notice ,101,6.1
Starsky & Hutch ,101,6.1
What Happens in Vegas ,101,6.1
Grace Unplugged ,102,6.1
Anatomy ,103,6.1
Dragon Blade ,103,6.1
The Midnight Meat Train ,103,6.1
The Oxford Murders ,104,6.1
Dragonfly ,104,6.1
The Kid ,104,6.1
Vampires ,104,6.1
Practical Magic ,104,6.1
Snow Flower and the Secret Fan ,104,6.1
Parental Guidance ,105,6.1
Dick Tracy ,105,6.1
Futuro Beach ,106,6.1
Shall We Dance ,106,6.1
Inkheart ,106,6.1
Sky Captain and the World of Tomorrow ,106,6.1
Our Brand Is Crisis ,107,6.1
The Sentinel ,107,6.1
Pink Flamingos ,108,6.1
Small Soldiers ,108,6.1
Sweet Home Alabama ,108,6.1
The Purge: Election Year ,109,6.1
Private Benjamin ,109,6.1
Nanny McPhee Returns ,109,6.1
The Tailor of Panama ,109,6.1
Antitrust ,109,6.1
The Killer Inside Me ,109,6.1
A Man Apart ,109,6.1
Automata ,109,6.1
The Sorcerer's Apprentice ,109,6.1
I Am Number Four ,109,6.1
Beyond the Black Rainbow ,110,6.1
How to Be Single ,110,6.1
Lakeview Terrace ,110,6.1
Magic Mike ,110,6.1
Immortals ,110,6.1
The Devil's Own ,111,6.1
Mercury Rising ,111,6.1
Mercury Rising ,111,6.1
27 Dresses ,111,6.1
The Slaughter Rule ,112,6.1
The Sweeney ,112,6.1
Save the Last Dance ,112,6.1
Flight of the Phoenix ,113,6.1
The Golden Compass ,113,6.1
Anywhere But Here ,114,6.1
San Andreas ,114,6.1
Murder by Numbers ,115,6.1
Murder by Numbers ,115,6.1
Romeo Must Die ,115,6.1
Eraser ,115,6.1
This Christmas ,117,6.1
Extreme Measures ,118,6.1
The Monuments Men ,118,6.1
Two Evil Eyes ,120,6.1
Swing Vote ,120,6.1
The Huntsman: Winter's War ,120,6.1
15 Minutes ,120,6.1
Scream 2 ,120,6.1
Deep Impact ,120,6.1
Edtv ,122,6.1
The Mexican ,123,6.1
Mission: Impossible II ,123,6.1
Up Close & Personal ,124,6.1
Renaissance Man ,128,6.1
Sucker Punch ,128,6.1
The Bodyguard ,129,6.1
Message in a Bottle ,131,6.1
The Expendables 3 ,131,6.1
Snow White and the Huntsman ,132,6.1
Speed Racer ,135,6.1
A Million Ways to Die in the West ,136,6.1
On the Road ,137,6.1
Space Battleship Yamato ,138,6.1
Captain Alatriste: The Spanish Musketeer ,145,6.1
Exodus: Gods and Kings ,150,6.1
Exodus: Gods and Kings ,150,6.1
Superman Returns ,169,6.1
Waterworld ,176,6.1
Vessel ,14,6.2
I Want Someone to Eat Cheese With ,80,6.2
Death Race 2000 ,80,6.2
"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",81,6.2
Kung Pow: Enter the Fist ,81,6.2
A Night at the Roxbury ,82,6.2
Open Season ,83,6.2
Finishing the Game: The Search for a New Bruce Lee ,84,6.2
Certifiably Jonathan ,85,6.2
The Campaign ,85,6.2
The Eclipse ,86,6.2
High Heels and Low Lifes ,86,6.2
The Magic Sword: Quest for Camelot ,86,6.2
Mr. Nice Guy ,86,6.2
Walking Tall ,86,6.2
Jekyll and Hyde... Together Again ,87,6.2
Cecil B. DeMented ,87,6.2
Muppets from Space ,87,6.2
Breaking Upwards ,88,6.2
Red State ,88,6.2
April Fool's Day ,89,6.2
Animals ,90,6.2
Desert Blue ,90,6.2
Redacted ,90,6.2
The Beastmaster ,90,6.2
Final Destination 2 ,90,6.2
Airborne ,91,6.2
The Toxic Avenger ,91,6.2
Bee Movie ,91,6.2
Rush Hour 3 ,91,6.2
Treading Water ,92,6.2
Good ,92,6.2
The Cottage ,92,6.2
Orgazmo ,92,6.2
Idle Hands ,92,6.2
Extract ,92,6.2
Lions for Lambs ,92,6.2
Dom Hemingway ,93,6.2
How High ,93,6.2
Bill & Ted's Bogus Journey ,93,6.2
Chicago Overcoat ,94,6.2
Freedom ,94,6.2
Porky's ,94,6.2
Diary of a Wimpy Kid ,94,6.2
The Visit ,94,6.2
The Men Who Stare at Goats ,94,6.2
Austin Powers in Goldmember ,94,6.2
Tycoon ,95,6.2
The Missing Person ,95,6.2
Gracie ,95,6.2
Flicka ,95,6.2
O ,95,6.2
O ,95,6.2
Osmosis Jones ,95,6.2
Machine Gun McCain ,96,6.2
Split Second ,96,6.2
Crank: High Voltage ,96,6.2
Legally Blonde ,96,6.2
Iguana ,97,6.2
Princess Kaiulani ,97,6.2
Come Early Morning ,97,6.2
Killing Them Softly ,97,6.2
The Christmas Bunny ,98,6.2
Krampus ,98,6.2
Night at the Museum: Secret of the Tomb ,98,6.2
Step Up 2: The Streets ,98,6.2
Flightplan ,98,6.2
Resident Evil: Apocalypse ,98,6.2
Jimmy and Judy ,99,6.2
Ride Along ,99,6.2
Chéri ,100,6.2
Willard ,100,6.2
The Big Year ,100,6.2
Sky High ,100,6.2
Mama ,100,6.2
The Game of Their Lives ,101,6.2
Untraceable ,101,6.2
The Craft ,101,6.2
Reign of Fire ,101,6.2
Three Kingdoms: Resurrection of the Dragon ,102,6.2
Impostor ,102,6.2
The Rocker ,102,6.2
Jersey Girl ,102,6.2
300: Rise of an Empire ,102,6.2
Poultrygeist: Night of the Chicken Dead ,103,6.2
Warlock ,103,6.2
Gerry ,103,6.2
The First Wives Club ,103,6.2
