movie_title,duration,imdb_score
Poultrygeist: Night of the Chicken Dead ,103,6.2
Two Girls and a Guy ,84,5.6
Gun Shy ,101,5.7
Harper ,121,7
Brown Sugar ,109,6.5
Addicted ,106,5.2
Real Women Have Curves ,90,7
Crooklyn ,115,6.9
The Calling ,108,5.8
L!fe Happens ,100,5.7
The Calling ,108,5.8
Lovely & Amazing ,91,6.9
American Ninja 2: The Confrontation ,90,4.7
Wuthering Heights             ,142,7.7
Kevin Hart: Let Me Explain ,75,6.7
For Colored Girls ,133,6
Dolphin Tale 2 ,107,6.4
Reign of Assassins ,117,6.9
Beloved ,172,5.9
The Broken Hearts Club: A Romantic Comedy ,94,7
Mao's Last Dancer ,117,7.4
Flicka ,95,6.2
October Baby ,107,6.8
The Pallbearer ,98,4.9
The Rose ,125,6.9
Invasion U.S.A. ,107,5.3
The Tempest ,110,5.4
The Fall of the Roman Empire ,172,6.7
I Served the King of England ,113,7.4
Deuces Wild ,96,5.6
Jesus' Son ,107,7
The Last Five Years ,94,5.9
George Washington ,90,7.5
Fear Clinic ,95,5.2
Bodyguards and Assassins ,139,6.9
Banshee Chapter ,87,5.5
Sublime ,113,5.3
Miracles from Heaven ,109,6.8
Circumstance ,107,5.9
1776 ,168,7.6
Duel in the Sun ,144,6.9
The Names of Love ,100,7.2
The Cure ,111,7.4
The Ballad of Cable Hogue ,121,7.3
Good Deeds ,110,5.4
The Robe ,135,6.8
The Brothers McMullen ,98,6.6
The House of Mirth ,135,7.1
Space: Above and Beyond             ,60,7.7
The Adventures of Huck Finn ,108,6.2
"Fat, Sick & Nearly Dead ",97,7.6
Duma ,100,7.3
Julia ,117,7.4
Joyful Noise ,118,5.7
The Greatest Story Ever Told ,225,6.6
Truth or Die ,96,5.6
The Best Man ,120,6.7
This Christmas ,117,6.1
Black Rock ,83,4.7
Class of 1984 ,98,6.6
Beyond the Black Rainbow ,110,6.1
Hoot ,91,5.6
The Wood ,106,6.9
Stitches ,86,5.7
The Hotel New Hampshire ,109,6
Albino Alligator ,97,6.1
The Square ,108,8.1
Good Dick ,86,6.5
Felicia's Journey ,116,7
Virgin Territory ,97,4.8
3 Ninjas Kick Back ,93,4.3
Shooting Fish ,99,6.6
The Yellow Handkerchief ,102,6.8
Secrets and Lies             ,43,7.7
A Walk on the Moon ,107,6.6
Beyond the Mat ,108,7.6
Song One ,86,5.8
A Funny Thing Happened on the Way to the Forum ,99,7
Recess: School's Out ,82,6.5
Connie and Carla ,108,6.3
Breakfast of Champions ,110,4.6
Lonesome Jim ,91,6.6
Passchendaele ,114,6.5
Morvern Callar ,97,6.7
Eve's Bayou ,109,7.3
Exiled ,110,7.3
Underdogs ,106,6.7
The Funeral ,99,6.6
Beer League ,86,6
Misconduct ,106,5.3
Dying of the Light ,94,4.4
Screwed ,81,5.7
The Second Mother ,112,7.9
The Nun's Story ,149,7.6
Fled ,105,5.3
Baggage Claim ,96,5
Cirque du Soleil: Worlds Away ,91,6.8
The Singing Detective ,109,5.6
The Dead Zone             ,60,7.5
Metropolitan ,98,7.5
Les couloirs du temps: Les visiteurs II ,118,6
Shotgun Stories ,92,7.3
Home Fries ,91,5
The Vatican Tapes ,91,4.5
The Messengers             ,60,6.6
Winter Passing ,98,6.4
The Little Vampire ,95,5.7
Soul Survivors ,84,3.9
Nurse 3D ,84,4.6
Paa ,133,7.2
London to Brighton ,85,7
No End in Sight ,102,8.3
The Forsaken ,90,5.3
The Long Riders ,100,7.1
Madea's Witness Protection ,114,4.8
Demonic ,83,5.3
"Surfer, Dude ",85,4.7
Blackthorn ,102,6.6
See Spot Run ,94,5.4
The Greatest ,96,6.7
Here on Earth ,96,5.1
I Hope They Serve Beer in Hell ,105,5.3
Vamps ,92,5.1
Home Movies             ,22,8.2
Troop Beverly Hills ,105,5.5
House of D ,96,7
The Good Night ,93,5.9
C.H.U.D. ,96,5.5
Osama ,83,7.4
Action Jackson ,96,5.2
Beyond the Valley of the Dolls ,109,6.2
Damsels in Distress ,99,5.7
Oceans ,104,7.8
Wings             ,30,7.3
Ca$h ,118,6
Why Did I Get Married Too? ,121,4.4
Sonny with a Chance             ,23,6.1
Tupac: Resurrection ,112,8
Eulogy ,85,6.7
Dave Chappelle's Block Party ,100,7.2
Outside Providence ,96,6.4
The Best Little Whorehouse in Texas ,114,5.8
The Good Guy ,90,5.9
The Ice Pirates ,91,5.7
Blood and Wine ,101,6.1
Saving Face ,96,7.6
Soul Men ,100,6.5
Trust the Man ,103,5.7
Ask Me Anything ,100,6
Area 51 ,91,4.2
Battle of the Year ,110,5
Legal Eagles ,116,5.9
The Haunting of Molly Hartley ,82,3.8
Abandon ,99,4.9
Twisted             ,60,7.5
Shaun the Sheep             ,7,8.3
Jumping the Broom ,112,5.7
Lone Wolf McQuade ,107,6.3
By the Sea ,122,5.3
Harriet the Spy ,100,5.9
Tim and Eric's Billion Dollar Movie ,93,5.3
Lottery Ticket ,99,4.9
Elmer Gantry ,146,7.9
Better Luck Tomorrow ,98,7.2
8 Heads in a Duffel Bag ,95,5.3
Flipper ,95,5.2
Married Life ,91,6.3
Catch That Kid ,91,5.2
Cradle Will Rock ,132,6.9
Whatever It Takes ,94,5.5
Black or White ,121,6.6
What Planet Are You From? ,87,5.6
The Children of Huang Shi ,125,7.1
Snow White: A Tale of Terror ,100,6.3
The Nativity Story ,101,6.8
Rugrats in Paris: The Movie ,78,6.1
All or Nothing ,121,7.6
Dudley Do-Right ,77,3.8
Meek's Cutoff ,104,6.5
The Promise ,103,5.6
How to Deal ,101,5.7
Duets ,112,6
Smoke Signals ,89,7.2
Harlock: Space Pirate ,115,6.5
Kama Sutra: A Tale of Love ,109,6
Next Day Air ,84,5.9
Phat Girlz ,99,3
Bats ,91,3.6
Mo' Better Blues ,129,6.5
Rosewater ,103,6.6
The Newton Boys ,123,6
I Can Do Bad All by Myself ,113,4.1
Chill Factor ,102,5.2
The Lost City ,144,6.7
Split Second ,96,6.2
Unaccompanied Minors ,90,5.1
Because of Winn-Dixie ,106,6.4
Joe Somebody ,98,5.5
Teen Wolf Too ,95,3.2
Arthur             ,30,7.4
Tom Jones ,121,6.8
L.I.E. ,97,7.2
The Canyons ,99,3.9
ATL ,105,6
Ghosts of Mississippi ,130,6.7
Poolhall Junkies ,99,7
Woman on Top ,92,5.3
Lucky Numbers ,105,5
An American Carol ,83,4.3
Twixt ,88,4.8
Housefull ,144,5.3
Thirteen Conversations About One Thing ,104,7.1
Bon Cop Bad Cop ,116,7
Ararat ,115,6.6
Full Frontal ,101,4.7
Loose Cannons ,110,7.3
Steel ,97,2.8
Ishtar ,107,4.2
Happily N'Ever After ,75,4.5
"Happy, Texas ",98,6.3
Crossover ,95,2.1
Imaginary Heroes ,111,7.3
Bamboozled ,135,6.5
The Missing             ,60,8.1
Redacted ,90,6.2
The Black Stallion ,118,7.4
Space Chimps ,81,4.5
Savage Grace ,97,5.9
Jane Got a Gun ,98,5.8
And So It Goes ,94,5.7
Poetic Justice ,109,5.9
Walking with Dinosaurs 3D ,87,5.2
Chéri ,100,6.2
Robin and Marian ,106,6.6
Madea's Family Reunion ,107,5
Turbulence ,100,4.7
Dear Wendy ,102,6.6
The Good Thief ,109,6.6
Gentlemen Broncos ,89,6.1
The Front Page ,105,7.3
2016: Obama's America ,87,5.1
Murderball ,88,7.8
Love the Coopers ,107,5.7
Pokémon 3: The Movie ,93,5.6
Larry the Cable Guy: Health Inspector ,89,3.1
Home for the Holidays ,103,6.6
Character ,122,7.8
Loving Annabelle ,76,6.7
Little Nicholas ,91,7.2
Jade ,107,5.1
Winter in Wartime ,103,7.1
All the Real Girls ,108,6.9
Me and Orson Welles ,107,6.8
War & Peace             ,,8.2
Nine Dead ,83,5.5
One True Thing ,127,7
Snow Day ,89,4.9
The Muse ,97,5.6
The I Inside ,90,6.1
Red Riding: In the Year of Our Lord 1974 ,102,7.1
Tea with Mussolini ,117,6.9
Catch a Fire ,98,6.7
Lost Souls ,97,4.8
Paint Your Wagon ,158,6.7
Antiviral ,108,5.7
The Next Best Thing ,99,4.7
Donkey Punch ,99,5.2
Fat Albert ,93,4.3
Nicholas Nickleby ,132,7.2
The Ballad of Jack and Rose ,112,6.7
Alvin and the Chipmunks: The Road Chip ,92,5
The Last Dragon ,109,6.9
The Assassin ,105,6.4
Slums of Beverly Hills ,91,6.6
The Greatest Show on Earth ,152,6.7
Lake Mungo ,89,6.1
Clay Pigeons ,104,6.6
Phantasm II ,97,6.5
Yentl ,132,6.6
Fifty Shades of Black ,92,3.5
Sorcerer ,92,7.7
The Brothers Solomon ,93,5.3
20 Feet from Stardom ,91,7.4
Bucky Larson: Born to Be a Star ,97,3.3
Madea Goes to Jail ,103,4.1
Extreme Movie ,76,3.8
Fifty Dead Men Walking ,117,6.9
Novocaine ,95,5.8
Bella ,91,7.4
Driving Lessons ,98,6.8
Gomorrah             ,55,8.7
Shine a Light ,122,7.2
Kites ,90,6
Hoodwinked Too! Hood vs. Evil ,86,4.8
Gangster's Paradise: Jerusalema ,119,7.8
All About the Benjamins ,95,5.7
Mother and Child ,125,7.2
Switchback ,118,6.4
Caramel ,95,7.2
Code Name: The Cleaner ,91,4.5
Quo Vadis ,171,7.2
Please Give ,90,6.6
Why Did I Get Married? ,113,5.6
Heaven's Gate ,325,6.8
Eye for an Eye ,101,6.1
The Neon Demon ,118,7
People I Know ,100,5.5
Raising Cain ,91,6
Cry Freedom ,147,7.5
Mondays in the Sun ,113,7.7
Stan Helsing ,90,3.6
Womb ,111,6.4
Edmond ,82,6.3
Dreamer: Inspired by a True Story ,98,6.9
Topsy-Turvy ,154,7.4
Romance & Cigarettes ,105,6.3
The Cottage ,92,6.2
Talk Radio ,110,7.3
The Wraith ,93,5.9
Play It to the Bone ,124,5.4
Veronika Decides to Die ,103,6.5
Just Wright ,100,5.8
Carlos             ,334,7.7
Hanging Up ,94,4.7
Set It Off ,123,6.8
Conversations with Other Women ,84,7.1
Dance Flick ,88,3.5
The Color of Freedom ,118,7.1
Return of the Living Dead III ,97,5.9
The Hit List ,90,5.4
Anatomy ,103,6.1
Cats & Dogs: The Revenge of Kitty Galore ,82,4.3
Captain Alatriste: The Spanish Musketeer ,145,6.1
Sherrybaby ,96,6.6
Winged Migration ,81,8
Emma             ,240,8.2
Radio Flyer ,114,6.9
The Deep End of the Ocean ,106,6.3
Imagine That ,107,5.6
The Out-of-Towners ,90,5.3
Diary of a Mad Black Woman ,116,5.6
PCU ,79,6.5
Moms' Night Out ,98,5.4
The Mighty ,100,7.3
Mommie Dearest ,129,6.7
Taxi to the Dark Side ,53,7.7
My Beautiful Laundrette ,97,6.9
Owning Mahowny ,104,7.2
April Fool's Day ,89,6.2
Welcome to Mooseport ,110,5.2
Nowhere in Africa ,141,7.7
Being Julia ,104,7.1
Dragon Hunters ,80,6.6
Dead Like Me: Life After Death ,87,6.1
Romeo Is Bleeding ,100,6.6
Maurice ,140,7.8
Shade ,101,6.4
The Ladies Man ,84,5.1
"Welcome Home, Roscoe Jenkins ",114,5.3
Polisse ,127,7.3
Dragonslayer ,108,6.7
My Favorite Martian ,94,4.9
They ,89,4.8
The Wiz ,118,5.2
Snow Angels ,107,6.9
Corky Romano ,86,4.6
Alpha and Omega ,90,5.3
In Dreams ,100,5.5
Rocket Singh: Salesman of the Year ,150,7.5
College ,94,4.6
Subway ,98,6.5
Niagara ,92,7.1
Summer Storm ,98,7.4
Amen. ,132,7.3
El crimen del padre Amaro ,118,6.8
Agent Cody Banks 2: Destination London ,100,4.5
Ride with the Devil ,148,6.8
Copying Beethoven ,104,6.8
Thunderbirds ,95,4.2
The Magic Sword: Quest for Camelot ,86,6.2
Made in Dagenham ,113,7.2
Beyond the Lights ,116,6.9
Tristram Shandy: A Cock and Bull Story ,94,6.8
Stealing Harvard ,85,5.1
Stealing Harvard ,85,5.1
Clockstoppers ,94,5.2
Fun Size ,86,5.4
Marmaduke ,87,4.2
Who Killed the Electric Car? ,92,7.7
White Noise 2: The Light ,99,5.7
The Young and Prodigious T.S. Spivet ,105,7.1
Trees Lounge ,95,7.2
Up Close & Personal ,124,6.1
Say It Isn't So ,95,4.9
Auto Focus ,105,6.6
All the Pretty Horses ,220,5.8
CJ7 ,86,6.5
Pootie Tang ,81,5.2
Cecil B. DeMented ,87,6.2
Simply Irresistible ,96,5.3
The Mirror Has Two Faces ,122,6.5
Our Brand Is Crisis ,107,6.1
Bait ,93,5.2
The Brown Bunny ,93,5
Post Grad ,88,5.3
Knock Off ,91,4.8
Alex & Emma ,96,5.6
In the Company of Men ,97,7.3
Dragon Blade ,103,6.1
The Best Man Holiday ,123,6.7
Richard III ,104,7.5
The Apostle ,134,7.2
The Jungle Book 2 ,72,5.4
Warlock ,103,6.2
Head Over Heels ,86,5.4
The Lucky Ones ,115,7
Ready to Rumble ,107,5.3
Dead Man on Campus ,96,6
Race ,134,7.1
Smilla's Sense of Snow ,121,6.4
Drowning Mona ,96,5.6
Two Brothers ,109,7.1
Dickie Roberts: Former Child Star ,98,5.6
Tiny Furniture ,98,6.3
Mary Reilly ,108,5.8
She Wore a Yellow Ribbon ,103,7.4
The Reef ,94,5.8
Bandslam ,111,6.4
The Brass Teapot ,101,6.4
Moonlight Mile ,112,6.7
Sorority Boys ,93,5.4
Ernest & Celestine ,80,7.9
The Scarlet Letter ,135,5.1
The Dangerous Lives of Altar Boys ,104,7.1
A Home at the End of the World ,97,6.8
Margaret ,186,6.5
American Outlaws ,94,6
The Death and Life of Bobby Z ,97,5.9
Bless the Child ,107,5.1
The Life Before Her Eyes ,90,6.4
5 Days of War ,113,5.6
Aqua Teen Hunger Force Colon Movie Film for Theaters ,86,6.9
Mr 3000 ,104,5.5
D.E.B.S. ,91,5.3
For Your Consideration ,86,6.3
The Wild Thornberrys Movie ,85,5.2
Bottle Shock ,110,6.8
Wendy and Lucy ,80,7.1
Elling ,89,7.6
Half Past Dead ,98,4.6
Risen ,107,6.3
My Fellow Americans ,101,6.5
The Dead Girl ,93,6.7
Down to You ,91,4.9
Daddy Day Camp ,89,2.9
Zero Effect ,116,7
American Heist ,94,5.2
Snow Falling on Cedars ,127,6.8
Katy Perry: Part of Me ,93,5.9
The Banger Sisters ,98,5.6
Furry Vengeance ,92,3.8
Facing the Giants ,111,6.7
Grace of Monaco ,103,5.7
Krrish ,168,6.3
Of Gods and Men ,122,7.2
Yu-Gi-Oh! Duel Monsters             ,24,7
Slackers ,86,5.3
What's the Worst That Could Happen? ,94,5.5
Gossip ,90,5.9
Nighthawks ,99,6.4
Detention ,93,5.8
The Prince of Tides ,132,6.6
Welcome to Collinwood ,86,6.4
Water ,117,7.8
Showdown in Little Tokyo ,79,6
Racing Stripes ,102,5.2
The BFG ,117,6.8
Dekalog             ,55,9.1
Dekalog             ,55,9.1
When the Game Stands Tall ,115,6.7
Jakob the Liar ,120,6.5
The Last Waltz ,117,8.2
Woodstock ,215,8.1
Silent Movie ,87,6.7
Rudderless ,105,7.5
Party Monster ,98,6.3
No Good Deed ,84,5.6
Topaz ,127,6.3
Prom ,104,5.4
Sleepover ,89,5.3
The Cotton Club ,123,6.5
Cheap Thrills ,88,6.8
Zulu ,110,6.7
Curious George ,78,6.6
Happy Valley             ,58,8.5
The Musketeer ,104,4.7
Sarah's Key ,111,7.5
Air Bud ,98,5.1
Coal Miner's Daughter ,124,7.5
A Passage to India ,164,7.4
An Ideal Husband ,97,6.9
The Shallows ,86,6.8
Summer Catch ,108,4.9
Red Dog ,92,7.5
200 Cigarettes ,101,5.9
Dylan Dog: Dead of Night ,107,5.1
Urban Legends: Final Cut ,97,4.1
Absentia ,87,5.8
The Night Listener ,81,5.9
The Prince ,93,4.6
Swept Away ,89,3.6
The Haunting in Connecticut 2: Ghosts of Georgia ,101,5.3
A Better Life ,98,7.2
Poltergeist III ,98,4.5
Beauty Shop ,105,5.5
Paparazzi ,84,5.8
Gods and Generals ,280,6.3
The Greatest Movie Ever Sold ,90,6.6
Grabbers ,94,6.3
Fur: An Imaginary Portrait of Diane Arbus ,122,6.5
Circle ,87,6
The Tigger Movie ,77,6.3
Eye of the Beholder ,109,4.9
Return to Never Land ,72,5.8
Metallica Through the Never ,93,7.2
Solitary Man ,90,6.4
"For a Good Time, Call... ",88,6
What's Love Got to Do with It ,118,7.2
Easy Money ,124,6.7
Shadowlands ,115,7.4
Pat Garrett & Billy the Kid ,106,7.4
Moby Dick ,115,7.4
The Quiet ,91,6.4
Mrs Henderson Presents ,103,7.1
The Last Exorcism Part II ,93,4
The Gallows ,81,4.2
Lights Out ,81,6.9
As It Is in Heaven ,133,7.6
"New York, New York ",136,6.7
My Big Fat Greek Wedding 2 ,94,6.1
Namastey London ,128,7.3
Home on the Range ,76,5.4
Never Back Down 2: The Beatdown ,90,5.8
The Guru ,94,5.4
Point Blank ,92,7.4
Boys and Girls ,94,5.3
New York Stories ,124,6.4
Steamboy ,103,6.9
Escobar: Paradise Lost ,120,6.6
Who's Your Caddy? ,93,2
Renaissance Man ,128,6.1
I Think I Love My Wife ,94,5.5
Ramona and Beezus ,103,6.7
Little Voice ,97,7
Devil's Due ,89,4
The Kentucky Fried Movie ,83,6.5
She's the One ,96,6.1
The Juror ,118,5.6
Kabhi Alvida Naa Kehna ,193,6
The Rugrats Movie ,83,5.9
The Oogieloves in the Big Balloon Adventure ,88,6.7
Kissing Jessica Stein ,97,6.7
I Am Love ,120,7
Fame ,123,5
Extreme Measures ,118,6.1
The Ultimate Gift ,114,7.4
Exotica ,103,7.2
Return to the Blue Lagoon ,102,5.1
Infamous ,118,7.1
A Guy Thing ,101,5.6
Cat People ,93,6.1
Cat People ,93,6.1
Kiss of Death ,101,5.9
Flame and Citron ,45,7.3
Anne of Green Gables             ,199,8.4
Monkeybone ,93,4.7
The Son of No One ,90,5.1
Extraordinary Measures ,106,6.5
Flash of Genius ,119,7
Serving Sara ,99,5.3
Love & Basketball ,124,7.2
The Informers ,98,5.1
Renaissance ,105,6.7
The Emperor's Club ,109,6.9
The Adventures of Ford Fairlane ,104,6.3
Trash ,114,7.2
Harley Davidson and the Marlboro Man ,98,6
Valley of the Wolves: Iraq ,122,6
East Is East ,96,6.9
Latter Days ,107,7.2
The Hoax ,116,6.7
Supernova ,91,4.8
Flawless ,112,6.4
Blood Ties ,144,6.5
Ripley's Game ,110,6.7
A Haunted House 2 ,86,4.7
Muppets from Space ,87,6.2
Out Cold ,89,6.3
Wing Commander ,100,4.1
Casino Jack ,108,6.2
Anywhere But Here ,114,6.1
Iris ,91,7.1
Country Strong ,117,6.3
Trade ,120,7.5
Young Sherlock Holmes ,109,6.8
The Shaggy Dog ,98,4.4
Drive Me Crazy ,91,5.7
The Order ,102,5.1
Where the Truth Lies ,107,6.5
Diner ,110,7.2
Zoom ,83,4.2
My Life in Ruins ,98,5.9
Head of State ,95,5.4
Superstar ,81,5
Little Black Book ,105,5.2
Made ,95,6.4
La Famille Bélier ,106,7.4
Like Mike ,99,5.1
Swing Vote ,120,6.1
Flirting with Disaster ,92,6.8
Rampage ,80,6.3
Gerry ,103,6.2
Last Man Standing             ,30,7.4
High Anxiety ,94,6.7
Just Visiting ,84,5.8
Willard ,100,6.2
Salvador ,122,7.5
Hamlet 2 ,92,6.4
Quigley Down Under ,119,6.8
Big Miracle ,107,6.5
Le Havre ,93,7.2
Family Plot ,120,6.8
Think Like a Man Too ,106,5.7
The Ten ,96,5
Akeelah and the Bee ,112,7.5
The Beastmaster ,90,6.2
Divine Secrets of the Ya-Ya Sisterhood ,116,6
The Last Station ,112,7
The Corruptor ,110,6
Keanu ,100,6.4
Blood and Chocolate ,98,5.5
Courageous ,129,7
Cadillac Records ,109,7
Tomcats ,95,5.3
Son of God ,170,5.6
The Glimmer Man ,91,5.3
The Flintstones in Viva Rock Vegas ,90,3.6
Lifeforce ,101,6.1
The Object of My Affection ,111,6
Winnie the Pooh ,63,7.3
Perception             ,42,7.5
Get Over It ,87,5.8
Earth to Echo ,91,5.8
Diary of a Wimpy Kid: Dog Days ,94,6.4
Quartet ,98,6.8
Miracle at St. Anna ,160,6
White Fang ,107,6.7
Deck the Halls ,93,4.9
Good Kill ,102,6.4
The Returned             ,52,8.3
Sound of My Voice ,85,6.7
Cargo ,112,6.2
Valiant ,76,5.6
A Monster in Paris ,90,6.8
Maximum Risk ,101,5.4
Center Stage ,115,6.7
Get on Up ,139,6.9
Stargate: The Ark of Truth ,97,7.4
Spy Kids: All the Time in the World in 4D ,89,3.6
Nancy Drew ,99,5.9
The Big Bounce ,88,4.9
Basquiat ,108,6.9
Malibu's Most Wanted ,86,5.1
Creepshow 2 ,85,6
Little Boy ,106,7.4
Capricorn One ,130,6.8
Dick ,94,6.1
Heist ,93,6.1
Highlander: The Final Dimension ,99,4.3
Heist ,93,6.1
The Yards ,115,6.4
The Borrowers ,89,5.8
You Kill Me ,93,6.5
Veronica Guerin ,98,6.9
Reds ,195,7.5
Holy Man ,114,4.9
The Apparition ,83,4.1
Hotel for Dogs ,100,5.4
Quest for Fire ,100,7.4
Exorcist II: The Heretic ,118,3.7
The Chumscrubber ,108,7
Swimfan ,85,5
The Bad News Bears ,102,7.3
Highlander: Endgame ,101,4.6
My Summer of Love ,86,6.8
Three to Tango ,98,6.1
Yogi Bear ,80,4.6
My Soul to Take ,107,4.8
My Soul to Take ,107,4.8
I Don't Know How She Does It ,89,4.9
Easy Virtue ,97,6.7
The Sweeney ,112,6.1
Return to Me ,115,6.9
A Sound of Thunder ,102,4.2
The Namesake ,122,7.6
Suspect Zero ,99,5.9
Mad City ,115,6.2
Aliens in the Attic ,86,5.4
The Women ,114,4.9
Obvious Child ,84,6.8
The Adventures of Rocky & Bullwinkle ,92,4.1
Down in the Valley ,108,6.5
The Diary of a Teenage Girl ,102,6.9
Tales from the Crypt: Demon Knight ,92,6.7
My Dog Skip ,95,7
Indie Game: The Movie ,103,7.7
City Hall ,111,6.2
Darkness ,103,5.4
Ballistic: Ecks vs. Sever ,91,3.6
The Postman Always Rings Twice ,122,6.6
Miami Vice             ,60,7.5
Pink Flamingos ,108,6.1
It's All Gone Pete Tong ,90,7.4
Mad Money ,104,5.8
The Alamo ,137,6
The Alamo ,137,6
Ondine ,111,6.8
About Last Night ,100,6.1
The Boss ,99,5.3
They Came Together ,83,5.5
Angela's Ashes ,145,7.3
Random Hearts ,133,5.1
Fireproof ,122,6.5
Nowhere to Run ,94,5.5
Hoffa ,140,6.6
Casa de mi Padre ,84,5.5
Dark Blue ,118,6.6
Vampire in Brooklyn ,100,4.5
Catch-22 ,122,7.2
Vampire Killers ,88,5.2
Big Trouble ,74,6.5
Feardotcom ,101,3.3
Criminal ,113,6.3
Killing Zoe ,99,6.5
Disturbing Behavior ,84,5.5
O ,95,6.2
O ,95,6.2
We're No Angels ,106,6
Memoirs of an Invisible Man ,99,5.9
Vanity Fair ,141,6.2
Martian Child ,106,6.8
Bride & Prejudice ,122,6.2
Medicine Man ,106,6
New in Town ,97,5.6
Survival of the Dead ,90,5
Teenage Mutant Ninja Turtles: Out of the Shadows ,112,6.3
Mars Needs Moms ,88,5.4
The Purge: Election Year ,109,6.1
New York Minute ,91,4.8
Saints and Soldiers ,90,6.8
The End of the Affair ,102,7.2
Stop-Loss ,112,6.5
The History Boys ,109,6.9
"The Goods: Live Hard, Sell Hard ",89,5.8
Sgt. Bilko ,93,5.7
The Conformist ,106,8.1
Beverly Hills Chihuahua ,91,3.7
White Squall ,129,6.6
Mr. Turner ,150,6.8
Dolphin Tale ,113,6.9
The Bounty ,132,7
Tuck Everlasting ,90,6.7
On Deadly Ground ,101,4.4
Pieces of April ,80,7.1
Arn: The Knight Templar ,270,6.6
Free Birds ,91,5.9
Scream: The TV Series             ,45,7.3
Code 46 ,93,6.3
Private Benjamin ,109,6.1
St. Trinian's ,100,5.8
The Master of Disguise ,80,3.3
Soul Plane ,92,4.4
Mystic Pizza ,104,6.2
Lucky You ,124,5.9
Miss March ,90,5.1
Factory Girl ,99,6.4
Simon Birch ,114,6.9
Little White Lies ,134,7.1
The Story of Us ,95,5.9
Resurrecting the Champ ,112,6.8
The Black Hole ,98,5.9
Ink ,107,7
Brother ,114,7.2
Redbelt ,99,6.8
Silent House ,86,5.3
Strange Wilderness ,87,5.3
In the Cut ,113,5.3
Manderlay ,139,7.4
Torn Curtain ,128,6.7
Brokedown Palace ,100,6.4
The Spanish Prisoner ,110,7.3
Jawbreaker ,87,5.4
The Shadow ,93,6
Diary of a Wimpy Kid: Rodrick Rules ,99,6.6
Thumbsucker ,96,6.6
Laws of Attraction ,90,5.9
Wonderland ,104,6.6
Josie and the Pussycats ,98,5.3
Max ,111,6.8
Dear Frankie ,105,7.8
The Importance of Being Earnest ,97,6.9
Hope Floats ,114,5.9
Hoop Dreams ,170,8.3
The Upside of Anger ,118,6.9
Down to Earth ,87,5.4
Love in the Time of Cholera ,139,6.4
Selena ,127,6.7
Get Low ,100,7.1
The Hole ,92,5.7
Lilyhammer             ,45,8.1
The Relic ,110,5.7
Human Traffic ,99,7.1
All That Jazz ,123,7.8
Nanny McPhee Returns ,109,6.1
The Texas Chainsaw Massacre 2 ,101,5.5
The Toxic Avenger ,91,6.2
Friday After Next ,85,5.8
Jason Goes to Hell: The Final Friday ,91,4.3
London ,92,6.6
Life or Something Like It ,103,5.8
Pierrot le Fou ,110,7.7
Monsoon Wedding ,114,7.4
Glitter ,104,2.1
The Secret Life of Bees ,110,7.3
Stomp the Yard ,109,5.2
The Nut Job ,85,5.8
Baby Geniuses ,97,2.5
Return to Oz ,109,6.7
Getaway ,90,4.4
The Return of the Pink Panther ,113,7.1
Money Monster ,98,6.7
Albert Nobbs ,113,6.7
Let's Go to Prison ,90,6
The Brave Little Toaster ,90,7.3
A Prairie Home Companion ,105,6.8
"Big Mommas: Like Father, Like Son ",113,4.4
Angel Eyes ,102,5.6
Crocodile Dundee in Los Angeles ,92,4.8
Eye See You ,96,5.3
The Astronaut Farmer ,104,6.3
Someone Like You... ,97,6.1
Friends with Money ,88,5.9
Bloody Sunday ,107,7.7
Ice Princess ,98,6
Palo Alto ,100,6.3
Knockaround Guys ,92,6.1
Mr. Nice Guy ,86,6.2
Thinner ,93,5.7
Street Fighter: The Legend of Chun-Li ,96,3.7
Man of the House ,100,5.4
Firefox ,136,5.9
Weekend ,97,7.7
Death Race 2000 ,80,6.2
Black Christmas ,94,4.5
Cries & Whispers ,91,8.2
Welcome to the Rileys ,110,7
Impostor ,102,6.2
But I'm a Cheerleader ,85,6.6
Running with Scissors ,122,6.2
"War, Inc. ",107,5.7
Dirty Work ,82,6.4
Body Double ,114,6.8
Marvin's Room ,98,6.7
The Perfect Host ,93,6.8
Boomerang ,117,5.4
Secret in Their Eyes ,111,6.2
Autumn in New York ,103,5.5
Alex Rider: Operation Stormbreaker ,93,5.1
Snow Dogs ,99,5.1
Mirrormask ,101,6.9
The Adventures of Pluto Nash ,95,3.8
Vera Drake ,125,7.7
The Adventures of Sharkboy and Lavagirl 3-D ,93,3.5
The Lords of Salem ,101,5.1
Repo! The Genetic Opera ,150,6.7
Peaceful Warrior ,120,7.3
The Contender ,126,7
Valentine ,96,4.7
Georgia Rule ,113,5.9
Asterix at the Olympic Games ,116,5.1
Escape from Planet Earth ,89,5.9
The Immigrant ,120,6.6
The Boys from Brazil ,125,7
Silent Running ,89,6.7
The Indian in the Cupboard ,96,5.9
Buffalo Soldiers ,98,6.9
Danny Collins ,106,7.1
Halloween: The Curse of Michael Myers ,93,4.9
Regression ,106,5.7
Shark Night 3D ,90,4
Secretariat ,123,7.2
The Forest ,93,4.8
12 Monkeys             ,42,7.6
We Are Your Friends ,96,6.1
Heaven Is for Real ,99,5.8
Somewhere in Time ,103,7.3
My Stepmother Is an Alien ,105,5.2
Barney's Version ,134,7.3
